Patient,MAGEA9,MAGEA10,MAGEA4,MAGEA8,MAGEA2B,MAGEA13P,MAGEA11,MAGEA6,MAGEA1,MAGEA12,MAGEA3,MAGEA7P,MAGEA4-AS1,MAGEA8-AS1,MAGEA5,MAGEA10-MAGEA5,MAGEA9B,MAGEA2
TCGA-AN-A0FS-01A-11R-A034-07,0,0,0,22,0,0,0,0,2,0,0,0,0,6,0,0,0,1
TCGA-AN-A0AM-01A-11R-A034-07,0,0,0,0,0,0,1,7,9,1257,2,0,1,1,0,0,0,0
TCGA-V7-A7HQ-01A-11R-A33J-07,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-01A-11R-A22U-07,0,4,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TCGA-D8-A1XY-01A-11R-A14M-07,0,1,0,10,0,0,0,7,0,31,11,0,0,2,0,0,0,0
TCGA-B6-A0IO-01A-11R-A034-07,0,0,8,12,0,0,4,1,24,0,5,0,0,10,0,0,0,0
TCGA-C8-A137-01A-11R-A115-07,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A73Z-01A-11R-A32P-07,2,1,172,2,0,0,0,604,1,1,149,0,0,0,0,0,103,0
TCGA-GM-A2DB-01A-31R-A18M-07,0,1260,841,1,2,0,13,663,151,1439,290,0,33,0,15,14,0,0
TCGA-AN-A0AL-01A-11R-A00Z-07,1,18,2963,15,8,0,0,4917,17,3127,5639,0,60,0,0,2,2,21
TCGA-A2-A0YC-01A-11R-A109-07,0,0,0,9,0,0,0,0,0,3,0,0,0,2,0,0,0,0
TCGA-AO-A0JB-01A-11R-A32Y-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TCGA-AN-A0XU-01A-11R-A109-07,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,2,0,0
TCGA-BH-A0W4-01A-11R-A109-07,0,0,0,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0
TCGA-A2-A0D1-01A-11R-A034-07,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
TCGA-B6-A0WZ-01A-11R-A109-07,0,0,0,9,0,0,0,2,798,0,0,0,0,5,0,0,0,0
TCGA-B6-A0IJ-01A-11R-A034-07,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-B6-A0RE-01A-11R-A056-07,0,0,10,2,0,0,2,10,4,1,5,0,0,0,0,0,0,0
TCGA-AN-A0FY-01A-11R-A034-07,0,1,0,13,0,0,1,0,1,0,0,0,0,5,2,2,0,0
TCGA-A7-A13F-01A-11R-A12P-07,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A1F0-01A-11R-A137-07,12,1896,9591,12,3,0,232,1784,139,1672,2141,0,163,1,8,4,766,7
TCGA-BH-A0BT-01A-11R-A12P-07,0,285,9,1,2,0,10,369,0,331,440,1,1,0,0,3,0,1
TCGA-OL-A66O-01A-11R-A31O-07,0,1,0,2,0,0,10,0,50,5,5,0,0,1,0,0,0,0
TCGA-BH-A0AZ-11A-22R-A12P-07,0,0,0,21,0,0,0,0,0,1,1,0,0,6,0,0,0,0
TCGA-D8-A1JD-01A-11R-A13Q-07,0,0,0,10,0,0,2,0,0,1,0,0,0,3,0,0,0,0
TCGA-BH-A18K-11A-13R-A12D-07,0,0,0,7,0,0,2,0,0,0,0,0,0,3,1,1,0,0
TCGA-BH-A18K-01A-11R-A12D-07,0,2,9,9,0,0,1,0,208,1,1,0,0,2,2,0,0,0
TCGA-D8-A27F-01A-11R-A16F-07,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
TCGA-B6-A0IB-01A-11R-A034-07,0,0,1,6,0,0,0,9,351,51,34,0,0,5,0,0,0,0
TCGA-LL-A6FR-01A-12R-A31O-07,0,0,536,0,0,1,1,0,0,1,0,0,91,0,0,0,2,0
TCGA-BH-A1FH-11B-42R-A13Q-07,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-A7-A0D9-01A-31R-A056-07,0,0,17,1,0,0,10,9,5,1,5,0,0,2,0,0,0,0
TCGA-A7-A0D9-11A-53R-A089-07,0,0,5,1,0,0,4,1,2,0,5,0,0,1,0,0,1,0
TCGA-A2-A3Y0-01A-11R-A239-07,69,20,19809,892,0,0,2668,6920,27,0,6821,1,753,21,2,2,8,0
TCGA-E2-A15K-11A-13R-A12P-07,0,0,2,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0
TCGA-D8-A13Y-01A-11R-A115-07,0,0,0,2,0,0,0,1,9,0,0,0,0,1,0,0,0,0
TCGA-B6-A0WS-01A-11R-A115-07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-A2-A3XV-01A-21R-A239-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A14Y-01A-21R-A12D-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
TCGA-LD-A7W5-01A-22R-A352-07,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0
TCGA-A2-A04V-01A-21R-A034-07,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-BH-A1EU-01A-11R-A137-07,0,0,0,32,0,0,1,0,6,1,0,0,0,6,0,0,0,0
TCGA-BH-A1EU-11A-23R-A137-07,0,1,0,7,0,0,0,0,0,0,0,1,0,1,3,2,0,0
TCGA-D8-A1XT-01A-11R-A14M-07,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0
TCGA-E9-A22E-01A-11R-A157-07,0,0,1,1,0,0,0,5,2296,1,23,0,0,0,0,0,3,0
TCGA-AN-A0FJ-01A-11R-A00Z-07,2,0,0,5,0,0,0,100,0,1,370,0,0,0,0,0,1,1
TCGA-E2-A15H-01A-11R-A12D-07,0,0,0,18,0,0,0,0,0,0,1,0,0,4,0,0,1,0
TCGA-BH-A0DO-11A-22R-A12D-07,0,1,0,6,0,0,0,0,0,0,0,1,0,2,0,1,0,0
TCGA-AR-A24P-01A-11R-A169-07,0,0,0,1,0,0,1,0,5,1,0,0,0,3,1,0,0,0
TCGA-AO-A0J2-01A-11R-A034-07,0,1,1,2,0,0,0,0,0,6,0,0,0,1,4,11,0,0
TCGA-EW-A2FS-01A-11R-A17B-07,0,0,0,8,0,0,16,0,30,36,54,1,0,6,0,0,0,0
TCGA-OL-A6VR-01A-32R-A33J-07,0,1,0,4,0,0,2,0,0,0,1,0,0,2,0,0,0,0
TCGA-D8-A1JF-01A-11R-A13Q-07,0,2,1,11,0,0,0,9,1,63,1,0,0,4,0,2,0,0
TCGA-BH-A0DG-01A-21R-A12P-07,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TCGA-OL-A5D8-01A-11R-A27Q-07,0,0,0,12,0,0,9,0,0,1,0,0,0,6,0,0,0,0
TCGA-D8-A27H-01A-11R-A16F-07,0,0,44,11,0,0,2,162,0,0,411,0,3,0,0,0,0,0
TCGA-A2-A1G6-01A-11R-A13Q-07,0,0,0,11,0,0,0,0,0,2,0,0,0,4,0,0,0,0
TCGA-A2-A0YH-01A-11R-A109-07,0,1,2,7,2,0,2,31,19,106,457,0,0,2,0,0,0,0
TCGA-AO-A03V-01A-11R-A115-07,0,3,0,4,0,0,1,0,2604,0,0,0,1,2,0,0,0,0
TCGA-BH-A208-11A-51R-A157-07,1,1,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0
TCGA-A7-A26H-01A-11R-A169-07,0,0,0,4,0,0,1,0,562,1,0,2,0,0,0,0,0,0
TCGA-E2-A153-11A-31R-A12D-07,0,1,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TCGA-E2-A153-01A-12R-A12D-07,0,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,0
TCGA-A2-A1G1-01A-21R-A13Q-07,0,0,14,12,0,0,2,601,0,70,1689,0,0,2,0,1,0,2
TCGA-E2-A1IK-01A-11R-A144-07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-A2-A0CY-01A-12R-A034-07,0,7,2,2,0,0,0,0,3864,0,0,0,0,2,2,10,1,0
TCGA-AN-A0FT-01A-11R-A034-07,0,0,0,8,0,0,0,1,0,2,2,0,0,5,0,0,0,0
TCGA-E2-A155-01A-11R-A12D-07,0,0,0,41,0,0,15,2,25,1,0,0,0,0,0,0,0,0
TCGA-A2-A0SV-01A-11R-A084-07,0,0,17,5,0,0,15,162,12,329,2138,0,0,0,0,0,0,0
TCGA-E9-A22G-01A-11R-A157-07,0,9,2018,11,2,0,2,60,4,1483,2999,1,63,6,0,0,0,6
TCGA-AR-A0TS-01A-11R-A115-07,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0
TCGA-AN-A0FD-01A-11R-A034-07,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0
TCGA-BH-A0BS-01A-11R-A12P-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-S3-AA11-01A-31R-A41B-07,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A0BZ-01A-31R-A12P-07,0,0,2,18,0,0,2,2,294,11,22,0,0,5,0,0,0,0
TCGA-B6-A0RM-01A-11R-A084-07,0,0,0,13,0,0,19,0,0,0,0,0,0,5,0,0,0,0
TCGA-BH-A1EN-11A-23R-A13Q-07,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TCGA-BH-A1EN-01A-11R-A13Q-07,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TCGA-C8-A12Y-01A-11R-A12D-07,0,0,0,0,0,0,1,0,91,0,0,0,0,2,0,0,3,0
TCGA-B6-A0WT-01A-11R-A109-07,0,0,0,4,0,0,0,0,74,2,5,0,0,0,0,0,0,0
TCGA-C8-A12V-01A-11R-A115-07,0,0,0,4,0,0,0,14,10,1,19,0,0,2,0,0,0,0
TCGA-EW-A1PC-01B-11R-A21T-07,2,11,148,11,0,0,99,14,88,21,9,1,2,5,4,14,0,0
TCGA-A2-A0EO-01A-11R-A034-07,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0
TCGA-UL-AAZ6-01A-11R-A41B-07,0,92,4,17,10,0,16,14555,35,8238,16334,1,1,18,1,2,2,9
TCGA-A2-A0CL-01A-11R-A115-07,0,3,19,3,0,0,1,850,6,0,77,0,0,0,1,9,0,0
TCGA-BH-A1F8-01A-11R-A13Q-07,0,0,13,5,0,0,24,0,100,0,0,0,0,4,0,0,0,0
TCGA-A2-A0CQ-01A-21R-A034-07,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0
TCGA-BH-A6R8-01A-21R-A33J-07,0,3,1,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0
TCGA-BH-A0BQ-01A-21R-A115-07,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-AC-A62X-01A-11R-A29R-07,0,0,0,2,0,0,2,0,0,0,1,0,0,3,0,0,0,0
TCGA-C8-A1HK-01A-21R-A13Q-07,0,1,0,1,0,0,1,30,3,5,13,0,0,1,0,0,0,0
TCGA-BH-A0B6-01A-11R-A19W-07,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
TCGA-C8-A12T-01A-11R-A115-07,0,0,2,1,0,0,4,0,0,2,0,0,0,2,0,0,0,0
TCGA-D8-A1XA-01A-11R-A14D-07,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TCGA-E2-A15A-06A-11R-A12D-07,0,0,1,29,0,0,7,0,1,2,0,1,0,8,0,0,0,0
TCGA-E2-A15A-01A-11R-A12D-07,0,0,1,30,0,0,4,15,14,15,38,0,0,11,0,0,2,0
TCGA-A7-A0CH-01A-21R-A00Z-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A1EW-01A-11R-A137-07,0,1,2,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0
TCGA-A7-A0CE-01A-11R-A00Z-07,0,0,0,14,0,0,1,0,0,1,0,0,0,2,0,0,0,0
TCGA-GM-A2DI-01A-31R-A18M-07,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0
TCGA-E9-A243-01A-21R-A169-07,0,5,2036,12,0,0,57,540,6,31,1216,0,266,3,3,6,0,3
TCGA-E2-A1LH-11A-22R-A14D-07,0,1,0,6,0,0,0,0,2,0,1,1,0,4,2,0,0,0
TCGA-E2-A159-01A-11R-A115-07,0,0,0,2,0,0,11,0,0,0,0,0,0,1,1,1,0,0
TCGA-BH-A1FG-11B-12R-A13Q-07,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0
TCGA-LL-A7T0-01A-31R-A352-07,0,0,0,13,0,0,5,0,11,1,0,0,0,3,0,0,0,0
TCGA-D8-A27N-01A-11R-A16F-07,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-B6-A400-01A-11R-A239-07,9,2,52,0,0,0,0,29,0,0,18,0,3,1,0,0,7,0
TCGA-C8-A26Z-01A-11R-A16F-07,0,0,0,49,0,0,0,23,12,51,313,0,0,50,0,0,0,0
TCGA-AR-A24R-01A-11R-A169-07,0,0,0,6,0,0,1,0,1,0,0,0,0,4,0,0,0,0
TCGA-BH-A1FN-11A-34R-A13Q-07,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-BH-A1FN-01A-11R-A13Q-07,0,1,20,2,0,0,3,0,1469,0,0,0,2,0,0,0,0,0
TCGA-E2-A1BD-01A-11R-A12P-07,0,14,1,32,0,0,0,0,0,2,0,0,0,6,1,4,0,0
TCGA-B6-A1KN-01A-11R-A13Q-07,0,5,0,19,0,0,1,0,172,0,0,0,0,6,0,0,0,0
TCGA-AR-A1AH-01A-11R-A12D-07,0,0,0,20,0,0,11,0,0,0,1,0,0,10,0,2,0,0
TCGA-BH-A208-01A-11R-A157-07,0,0,4,2,1,0,2,1351,0,2,916,0,0,1,0,2,0,9
TCGA-B6-A402-01A-11R-A239-07,0,2,2,3,0,0,1,0,0,0,0,0,0,2,0,1,1,0
TCGA-A2-A0YJ-01A-11R-A109-07,0,0,1,3,6,0,2,1599,2,10,2039,0,0,1,0,0,0,9
TCGA-BH-A1FM-11B-23R-A13Q-07,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,1,0,0
TCGA-D8-A141-01A-11R-A115-07,0,0,0,10,0,0,7,0,0,0,0,0,0,1,0,0,0,0
TCGA-GM-A2DH-01A-11R-A180-07,0,3,8123,2,0,0,1,0,0,2,0,0,31,2,2,8,0,0
TCGA-AC-A23H-01A-11R-A157-07,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
TCGA-C8-A273-01A-11R-A16F-07,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TCGA-B6-A0X7-01A-11R-A10J-07,0,0,0,12,0,0,4,0,0,0,0,0,0,3,0,0,0,0
TCGA-E2-A1L9-01A-11R-A13Q-07,0,2,0,7,0,0,6,1,0,0,1,0,0,1,0,3,0,0
TCGA-E2-A9RU-01A-11R-A41B-07,0,0,0,0,0,0,0,7,0,4,8,0,0,1,0,0,0,0
TCGA-A7-A13E-01A-11R-A277-07,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E9-A1R3-01A-31R-A14M-07,0,4,1,2,0,0,4,0,1,0,0,0,0,1,0,3,0,0
TCGA-B6-A401-01A-11R-A239-07,0,0,1,5,0,0,0,0,5,0,0,1,0,3,5,3,3,0
TCGA-E2-A570-01A-11R-A29R-07,0,0,2,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0
TCGA-C8-A275-01A-21R-A16F-07,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-S3-AA0Z-01A-11R-A41B-07,0,0,4,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0
TCGA-E9-A229-01A-31R-A157-07,0,0,0,1,0,0,1,0,3578,0,0,0,0,2,0,0,0,0
TCGA-D8-A1XM-01A-21R-A14M-07,0,0,1,1,0,0,0,0,4250,0,0,0,0,0,1,0,0,0
TCGA-AN-A0FW-01A-11R-A034-07,1,14,0,25,5,0,0,2812,14,1676,3762,0,0,6,0,0,1,5
TCGA-LL-A6FQ-01A-11R-A31O-07,1,0,0,0,0,0,0,0,33,0,0,0,0,2,0,0,0,0
TCGA-B6-A0RS-01A-11R-A084-07,0,1,1,7,0,0,1,0,2,1,0,0,0,1,1,5,0,0
TCGA-A2-A0T0-01A-22R-A084-07,3,0,232,0,0,0,660,201,60,0,63,0,14,0,0,2,521,1
TCGA-A2-A0CU-01A-12R-A034-07,2,0,0,15,0,0,12,3,171,1,1,0,0,5,0,0,43,0
TCGA-BH-A0AU-01A-11R-A12P-07,0,0,6,11,0,0,10,0,0,0,0,1,0,5,0,0,0,0
TCGA-D8-A1Y1-01A-21R-A14M-07,0,0,2,6,0,0,0,0,30,1,0,0,0,3,0,0,0,0
TCGA-AO-A1KP-01A-11R-A13Q-07,0,0,0,35,0,0,9,0,5,0,0,0,3,17,0,0,0,0
TCGA-E9-A1RD-01A-11R-A157-07,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,1,0,0
TCGA-OL-A6VO-01A-12R-A33J-07,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0
TCGA-E9-A1RD-11A-33R-A157-07,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,0,0
TCGA-AR-A1AO-01A-11R-A12P-07,0,0,2763,0,8,0,3,2485,9,1801,3319,1,41,0,1,2,0,11
TCGA-AR-A254-01A-21R-A169-07,0,1,1,6,0,0,2,0,0,3,0,2,0,3,0,1,0,0
TCGA-D8-A27L-01A-11R-A16F-07,0,0,0,8,0,0,0,11,3,2,5,0,0,2,1,0,0,0
TCGA-D8-A1J8-01A-11R-A13Q-07,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0
TCGA-E2-A14X-01A-11R-A115-07,0,0,1,12,0,0,0,1,0,0,0,1,0,2,0,0,0,0
TCGA-AQ-A04H-01B-11R-A10J-07,0,0,0,8,0,0,2,0,0,1,1,0,0,3,0,0,0,0
TCGA-BH-A0BR-01A-21R-A115-07,0,2,4,9,0,0,0,0,0,0,0,0,0,0,1,4,0,0
TCGA-BH-A0HY-01A-11R-A056-07,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TCGA-A2-A0CW-01A-21R-A115-07,0,0,36,6,0,0,2,0,65,0,0,0,0,0,0,1,3,0
TCGA-AN-A041-01A-11R-A034-07,0,0,0,20,0,0,0,0,0,1,0,2,0,8,0,0,0,0
TCGA-A2-A0D0-01A-11R-A00Z-07,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0
TCGA-E9-A227-01A-11R-A157-07,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-C8-A1HM-01A-12R-A137-07,0,0,0,4,0,0,2,180,8,354,276,0,0,3,0,0,0,0
TCGA-AR-A24N-01A-11R-A169-07,0,1,0,13,0,0,1,0,0,2,1,0,0,4,0,0,0,0
TCGA-E2-A14Q-01A-11R-A12D-07,0,0,0,7,0,0,3,0,1,1,0,0,0,8,0,0,0,0
TCGA-AN-A0FK-01A-11R-A034-07,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0
TCGA-E2-A154-01A-11R-A115-07,0,0,0,9,0,0,0,3,16,0,3,0,0,1,0,0,0,0
TCGA-BH-A0H5-11A-62R-A115-07,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TCGA-BH-A18J-11A-31R-A12D-07,0,0,0,10,0,0,0,0,0,0,0,2,0,5,0,0,0,0
TCGA-A2-A0YF-01A-21R-A109-07,0,0,0,12,0,0,1,0,15,0,0,0,0,4,0,0,0,0
TCGA-E9-A1N8-01A-11R-A144-07,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TCGA-GM-A2DD-01A-11R-A180-07,0,3,0,1,0,0,1,253,0,304,196,0,0,1,0,3,0,1
TCGA-BH-A203-01A-12R-A169-07,0,8,4,4,0,0,3,0,0,0,0,0,0,1,2,11,0,0
TCGA-D8-A1JL-01A-11R-A13Q-07,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0
TCGA-B6-A1KF-01A-11R-A13Q-07,0,0,0,2,0,0,7,1,0,0,0,0,0,1,0,0,0,0
TCGA-AN-A03X-01A-21R-A00Z-07,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
